objetivo,objetivo_descripcion,linea,indicador,indicador_codigo,metodo,fuente,descripcion,resolucion
Ciudades ordenadas,"Una buena articulación territorial, garantizando el uso equitativo de suelos, implica planificar la configuración físico-espacial de las ciudades, lo cual debe estar acompañado de normativa acorde a un desarrollo integral del hábitat en las ciudades. La implementación de un Sistema de Ciudades como instrumento estratégico podría significar lograr una ocupación del territorio que sea de manera articulada, eficiente y sustentable.
- Gestión equitativa del suelo, potenciando procesos integrados ",Indicador de Objetivo,Eficiencia en el uso del suelo,27,Es la relación entre el consumo de la tierra (tasa de crecimiento promedio anual de la superficie de la mancha urbana) y el crecimiento de la población (tasa de crecimiento promedio anual intercensal de la población),"Censos de Población y Vivienda del INE e imágenes satelitales (SENTINEL 2A, Open Street Map y Google Earth)","Mide, compara y monitorea la relación entre el consumo de la tierra y el crecimiento de la población, es un indicador macro, que sin embargo puede ser desagregado por sectores, así también, puede ser agregado entre otras áreas urbanas conurbadas; permite dar pautas del grado de expansión urbana y para que los tomadores de decisiones puedan generar políticas de control y gestión del crecimiento urbano.",Manchas Urbanas
Ciudades ordenadas,"Una buena articulación territorial, garantizando el uso equitativo de suelos, implica planificar la configuración físico-espacial de las ciudades, lo cual debe estar acompañado de normativa acorde a un desarrollo integral del hábitat en las ciudades. La implementación de un Sistema de Ciudades como instrumento estratégico podría significar lograr una ocupación del territorio que sea de manera articulada, eficiente y sustentable.
- Gestión equitativa del suelo, potenciando procesos integrados ",Gestionar equitativamente el suelo potenciando procesos integrados de ordenamiento urbano y territorial,Suelo urbanizado en áreas de restricción,28,"Porcentaje del área urbana construida en: áreas protegidas -nacionales, departamentales y municipales- + TIOCs + concesiones de explotación primaria -minera-","Información sectorial (SERNAP 2017; INFOSPIE 2015; TIOC's 2015; V. Autonomías 2015; ONU-Hábitat 2019). Imágenes satelitales (SENTINEL2 y google EARTH) GeoBOLIVIA y OpenStreetMap, 2001 - 2012.						","Mide, compara y monitorea la relación entre suelo urbanizado (ocupado) en áreas de restricción físico ambiental y administrativo.",Manchas Urbanas
Ciudades ordenadas,"Una buena articulación territorial, garantizando el uso equitativo de suelos, implica planificar la configuración físico-espacial de las ciudades, lo cual debe estar acompañado de normativa acorde a un desarrollo integral del hábitat en las ciudades. La implementación de un Sistema de Ciudades como instrumento estratégico podría significar lograr una ocupación del territorio que sea de manera articulada, eficiente y sustentable.
- Gestión equitativa del suelo, potenciando procesos integrados ",Gestionar equitativamente el suelo potenciando procesos integrados de ordenamiento urbano y territorial,Porosidad de la mancha urbana,29,"Porcentaje de superficie no edificada: superficie de la red vial y superficie de áreas verdes, plazas y parques abiertos al aire libre respecto de la superficie de la mancha urbana","ONU-Hábitat 2019: Información de plazas, parques y áreas verdes; GAM's. Imágenes satelitales (SENTINEL2 y google EARTH) GeoBOLIVIA y OpenStreetMap.							","Mide, compara y monitorea la relación de superficies libres de uso público (sin edificación) respecto a la Sup. Total de la mancha urbana.",Manchas Urbanas
Ciudades ordenadas,"Una buena articulación territorial, garantizando el uso equitativo de suelos, implica planificar la configuración físico-espacial de las ciudades, lo cual debe estar acompañado de normativa acorde a un desarrollo integral del hábitat en las ciudades. La implementación de un Sistema de Ciudades como instrumento estratégico podría significar lograr una ocupación del territorio que sea de manera articulada, eficiente y sustentable.
- Gestión equitativa del suelo, potenciando procesos integrados ",Gestionar equitativamente el suelo potenciando procesos integrados de ordenamiento urbano y territorial,Densidad de población,30,Población por Km2,Censo de Población y Vivienda del INE 2012. Imágenes satelitales (SENTINEL2 y google EARTH) GeoBOLIVIA y OpenStreetMap.,"Mide, compara y monitorea la intensidad del uso de suelo en el área urbana.",Manchas Urbanas
Ciudades ordenadas,"Una buena articulación territorial, garantizando el uso equitativo de suelos, implica planificar la configuración físico-espacial de las ciudades, lo cual debe estar acompañado de normativa acorde a un desarrollo integral del hábitat en las ciudades. La implementación de un Sistema de Ciudades como instrumento estratégico podría significar lograr una ocupación del territorio que sea de manera articulada, eficiente y sustentable.
- Gestión equitativa del suelo, potenciando procesos integrados ",Incorporar a las ciudades y desarrollar el ordenamiento urbano y territorial en el Sistema de Planificación Integral del Estado,Forma urbana,31,"Mide cuán cerca se está del valor ideal de intersecciones (100/Km2) de calles, de longitud (20 Km) y área destinada a calles (36%) en cada ciudad",Imágenes satelitales (SENTINEL2 y google EARTH) GeoBOLIVIA y OpenStreetMap.,"El Índice de Forma Urbana permite medir, comparar y monitorear la estructura y organización de la red vial (densidad de intersecciones, longitud y superficie de calles) determinante para la configuración física de las ciudades y áreas urbanas del país.",Manchas Urbanas
Ciudades ordenadas,"Una buena articulación territorial, garantizando el uso equitativo de suelos, implica planificar la configuración físico-espacial de las ciudades, lo cual debe estar acompañado de normativa acorde a un desarrollo integral del hábitat en las ciudades. La implementación de un Sistema de Ciudades como instrumento estratégico podría significar lograr una ocupación del territorio que sea de manera articulada, eficiente y sustentable.
- Gestión equitativa del suelo, potenciando procesos integrados ",Incorporar a las ciudades y desarrollar el ordenamiento urbano y territorial en el Sistema de Planificación Integral del Estado,Diversificación de funciones urbanas,32,Número de funciones urbanas en cada ciudad y su distribución espacial,"Estimaciones propias ONU-HABITAT, en base a OpenStreetMap; datos de Imágenes SENTINEL 2A y, Google Earth, y diversas fuentes institucionales (GAMS, GEOBOLIVIA, etc.)					
","Se cuenta el número de funciones urbanas dentro de cada kilómetro cuadrado: Aeropuertos, campos deportivos, cementerios, centros culturales, comercio, consulados y embajadas, oficinas de derechos reales, edificios educativos, edificios de salud, empresas y fábricas, gasolineras, farmacias, hoteles y alojamientos, iglesias, juzgados, mercados, museos, oficinas de policía, recintos penitenciarios, restaurantes, supermercados, terminales de buses, tribunales, universidad, veterinarias, entre otras. Luego, se obtiene el número promedio de funciones por Km2.
También se calcula el índice de Gini del número de funciones por Km2. Finalmente se divide el número promedio de funciones por Km2 entre el Gini de este número.
Mientras mayor sea el resultado obtenido mejor será el acceso a diversas funciones urbanas.",Manchas Urbanas
Ciudades saludables y con calidad de vida,"Garantizar un acceso equitativo a los servicios, la movilidad, el equipamiento, la salud y dotar de espacios públicos adecuados y seguros logrará incrementar las condiciones de vida de la población en las ciudades, para lo cual es preciso equilibrar el crecimiento de éstas con la provisión progresiva de servicios de calidad. Debe estar presente el enfoque de prevención y lograr disminuir los niveles de inseguridad y violencia a la vez que se garantiza el acceso universal al espacio público y a los equipamientos urbanos. 
- Acceso equitativo a servicios urbanos de calidad
- Movilidad urbana eficiente y sustentable, con enfoque de inclusión social y de género
- Equipamientos urbanos
- Prevención de la violencia ",Indicador de Objetivo,Tiempo promedio de viaje diario,33,Promedio en minutos por traslado en transporte motorizado,"Estimaciones ONU-HABITAT y VMVU en base a: Tiempos de recorrido y rutas óptimas GoogleMaps, noviembre 2019.","Inicialmente, se determinó de manera previa cuáles eran las rutas más transitadas en cada ciudad, seguidamente se utiliza la aplicación GoogleMaps y se calculó el tiempo de transporte de estas rutas, para los 7 días de la semana en horas pico y normales.
Luego se obtuvieron los promedios de tiempo de cada ruta solo para los días laborales (lun-vie).
Finalmente, se promedió el tiempo de todas las rutas.",Manchas Urbanas
Ciudades saludables y con calidad de vida,"Garantizar un acceso equitativo a los servicios, la movilidad, el equipamiento, la salud y dotar de espacios públicos adecuados y seguros logrará incrementar las condiciones de vida de la población en las ciudades, para lo cual es preciso equilibrar el crecimiento de éstas con la provisión progresiva de servicios de calidad. Debe estar presente el enfoque de prevención y lograr disminuir los niveles de inseguridad y violencia a la vez que se garantiza el acceso universal al espacio público y a los equipamientos urbanos. 
- Acceso equitativo a servicios urbanos de calidad
- Movilidad urbana eficiente y sustentable, con enfoque de inclusión social y de género
- Equipamientos urbanos
- Prevención de la violencia ",Indicador de Objetivo,Accesibilidad a espacio público,34,Porcentaje del área de la mancha urbana que tiene acceso a espacio público con un buffer de 400 m.,"Estimaciones ONU-HABITAT en base a datos de Imágenes SENTINEL 2A, OpenStreetMap y Google Earth.","Se calculó el área de todos los espacios públicos (abiertos, verdes y no verdes) con un buffer de 400 m.
Para ello se digitalizó sobre imágenes satelitales y fondos de mapa base: OpenStreetMap, Google Satellital Hybrid y Google Satellital de los siguientes objetos geográficos: parques, plazas, jardineras, rotondas, plazuelas de acceso público. Se complementa con información de alcaldías y de OpenStreetMap.
Una vez identificados, se utilizó el software QGIS mediante su herramienta VECTORIAL/Buffer, previa verificación del sistema de proyección UTM, un radio de 400 m, seguidamente se calculó el área que ocupa.
NO se considera espacio público a los Equipamientos Urbanos (equipamientos sujetos a administración pública o privada), es decir: canchas deportivas, escuelas, centros de salud, mercados , iglesias, cines, mall, oficinas gubernamentales a nivel nacional, departamental y municipal.
Finalmente, se dividió esta área (espacio público con buffer de 400m) entre el área de la mancha urbana.",Manchas Urbanas
Ciudades saludables y con calidad de vida,"Garantizar un acceso equitativo a los servicios, la movilidad, el equipamiento, la salud y dotar de espacios públicos adecuados y seguros logrará incrementar las condiciones de vida de la población en las ciudades, para lo cual es preciso equilibrar el crecimiento de éstas con la provisión progresiva de servicios de calidad. Debe estar presente el enfoque de prevención y lograr disminuir los niveles de inseguridad y violencia a la vez que se garantiza el acceso universal al espacio público y a los equipamientos urbanos. 
- Acceso equitativo a servicios urbanos de calidad
- Movilidad urbana eficiente y sustentable, con enfoque de inclusión social y de género
- Equipamientos urbanos
- Prevención de la violencia ",Indicador de Objetivo,Variación anual de la tasa de delitos contra la vida,35,Variación porcentual en la ocurrencia de delitos contra la vida,Encuesta de Hogares - EH 2019 del INE.,Variación del número de casos de personas de 15 años y más edad que fueron víctimas de: Asesinato; Parricidio; Feminicidio; Infanticidio; Homicidio; en un año respecto del anterior.,Municipal
Ciudades saludables y con calidad de vida,"Garantizar un acceso equitativo a los servicios, la movilidad, el equipamiento, la salud y dotar de espacios públicos adecuados y seguros logrará incrementar las condiciones de vida de la población en las ciudades, para lo cual es preciso equilibrar el crecimiento de éstas con la provisión progresiva de servicios de calidad. Debe estar presente el enfoque de prevención y lograr disminuir los niveles de inseguridad y violencia a la vez que se garantiza el acceso universal al espacio público y a los equipamientos urbanos. 
- Acceso equitativo a servicios urbanos de calidad
- Movilidad urbana eficiente y sustentable, con enfoque de inclusión social y de género
- Equipamientos urbanos
- Prevención de la violencia ",Facilitar el acceso equitativo a servicios urbanos de calidad ,Porcentaje de suelo servido,36,Número de conexiones de alcantarillado en relación al número de conexiones de agua potable,"Autoridad de Fiscalización y Control Social de Agua Potable y Saneamiento Básico (AAPS)
","Se define como suelo servido, a aquella porción de suelo que cuenta con acceso a los servicios de: Agua potable, energía eléctrica, recolección de residuos solidos, sistema de alcantarillado sanitario, gas natural domiciliario/gas licuado de petróleo. Se establecen el siguiente supuesto para el cálculo del indicador: Supuesto: Aquella porción de suelo que cuenta con el servicio de alcantarillado sanitario, cuenta con los demás servicios, debido a su complejidad de acceso y al ser el servicio con menos cobertura en las ciudades. El porcentaje de suelo servido será igual al número de Conexiones de Alcantarillado Sanitario respecto del número de Conexiones de Agua Potable",Manchas Urbanas
Ciudades saludables y con calidad de vida,"Garantizar un acceso equitativo a los servicios, la movilidad, el equipamiento, la salud y dotar de espacios públicos adecuados y seguros logrará incrementar las condiciones de vida de la población en las ciudades, para lo cual es preciso equilibrar el crecimiento de éstas con la provisión progresiva de servicios de calidad. Debe estar presente el enfoque de prevención y lograr disminuir los niveles de inseguridad y violencia a la vez que se garantiza el acceso universal al espacio público y a los equipamientos urbanos. 
- Acceso equitativo a servicios urbanos de calidad
- Movilidad urbana eficiente y sustentable, con enfoque de inclusión social y de género
- Equipamientos urbanos
- Prevención de la violencia ",Facilitar el acceso equitativo a servicios urbanos de calidad ,Porcentaje de hogares en tugurios,37,"Porcentaje de población que vive en viviendas sin agua segura, saneamiento adecuado o hacinada",Censo de Población y Vivienda del INE 2012.,"Se considera: agua mejorada a aquella que procede de cañería de red, pileta pública o pozo con bomba; Baño adecuado: que tiene desagüe al alcantarillado público o cámara séptica; espacio suficiente cuando en el hogar tienen hasta 2.5 personas por dormitorio.
Se cuenta la población que reside en una vivienda con una o más deficiencias respecto a las 3 variables mencionadas anteriormente respecto del total de población.",Manchas Urbanas
Ciudades saludables y con calidad de vida,"Garantizar un acceso equitativo a los servicios, la movilidad, el equipamiento, la salud y dotar de espacios públicos adecuados y seguros logrará incrementar las condiciones de vida de la población en las ciudades, para lo cual es preciso equilibrar el crecimiento de éstas con la provisión progresiva de servicios de calidad. Debe estar presente el enfoque de prevención y lograr disminuir los niveles de inseguridad y violencia a la vez que se garantiza el acceso universal al espacio público y a los equipamientos urbanos. 
- Acceso equitativo a servicios urbanos de calidad
- Movilidad urbana eficiente y sustentable, con enfoque de inclusión social y de género
- Equipamientos urbanos
- Prevención de la violencia ",Facilitar el acceso equitativo a servicios urbanos de calidad ,Variación porcentual en el registro de denuncias por pago de sobornos por la prestación de un servicio público,38,Proporción de personas de áreas urbanas del país que aprueban o justifican el pago de sobornos,Barómetro de las Américas: https://obsdemocracia.org/barometro-de-las-americas/,El indicador mide la proporción de la población de un país que acepta y justifica el cobro (y pago) de sobornos por contraprestación de un servicio público. Da una idea del grado de tolerancia de la población a la corrupción de y transgresión de normas de conducta civil.,Total Bolivia
Ciudades saludables y con calidad de vida,"Garantizar un acceso equitativo a los servicios, la movilidad, el equipamiento, la salud y dotar de espacios públicos adecuados y seguros logrará incrementar las condiciones de vida de la población en las ciudades, para lo cual es preciso equilibrar el crecimiento de éstas con la provisión progresiva de servicios de calidad. Debe estar presente el enfoque de prevención y lograr disminuir los niveles de inseguridad y violencia a la vez que se garantiza el acceso universal al espacio público y a los equipamientos urbanos. 
- Acceso equitativo a servicios urbanos de calidad
- Movilidad urbana eficiente y sustentable, con enfoque de inclusión social y de género
- Equipamientos urbanos
- Prevención de la violencia ",Promover la movilidad urbana eficiente y sustentable con enfoque de inclusión social y de género,Asequibilidad de transporte público,39,Porcentaje del ingreso que debería gastar el 20% más pobre de la población para realizar 60 viajes en transporte público,INE  Encuesta de Presupuestos Familiares 2016 (EPF-2016).,Se estimó el costo promedio por viaje / tramo en transporte público con la EPF-2016; el ingreso per cápita del quintil más pobre por ciudad; luego se multiplicó el costo promedio de un viaje por 60 y se dividió entre el ingreso per cápita promedio del quintil más pobre.,Manchas Urbanas
Ciudades saludables y con calidad de vida,"Garantizar un acceso equitativo a los servicios, la movilidad, el equipamiento, la salud y dotar de espacios públicos adecuados y seguros logrará incrementar las condiciones de vida de la población en las ciudades, para lo cual es preciso equilibrar el crecimiento de éstas con la provisión progresiva de servicios de calidad. Debe estar presente el enfoque de prevención y lograr disminuir los niveles de inseguridad y violencia a la vez que se garantiza el acceso universal al espacio público y a los equipamientos urbanos. 
- Acceso equitativo a servicios urbanos de calidad
- Movilidad urbana eficiente y sustentable, con enfoque de inclusión social y de género
- Equipamientos urbanos
- Prevención de la violencia ",Promover la movilidad urbana eficiente y sustentable con enfoque de inclusión social y de género,Vehículos de transporte público por cantidad de población,40,Número de vehículos motorizados del transporte público respecto de la población urbana,INE - Estadísticas Económicas,Número de vehículos motorizados del transporte público por cada 1000 habitantes en área urbana,Departamental
Ciudades saludables y con calidad de vida,"Garantizar un acceso equitativo a los servicios, la movilidad, el equipamiento, la salud y dotar de espacios públicos adecuados y seguros logrará incrementar las condiciones de vida de la población en las ciudades, para lo cual es preciso equilibrar el crecimiento de éstas con la provisión progresiva de servicios de calidad. Debe estar presente el enfoque de prevención y lograr disminuir los niveles de inseguridad y violencia a la vez que se garantiza el acceso universal al espacio público y a los equipamientos urbanos. 
- Acceso equitativo a servicios urbanos de calidad
- Movilidad urbana eficiente y sustentable, con enfoque de inclusión social y de género
- Equipamientos urbanos
- Prevención de la violencia ",Promover la movilidad urbana eficiente y sustentable con enfoque de inclusión social y de género,Porcentaje del parque automotor que utiliza energía no tradicional,41,Porcentaje de vehículos que utilizan gas o electricidad,"Ministerio de Hidrocarburos, Reporte de la ANH, INE",Número de vehículos que utilizan energía no tradicional (electricidad y/o gas) respecto del total de vehículos,Departamental
Ciudades saludables y con calidad de vida,"Garantizar un acceso equitativo a los servicios, la movilidad, el equipamiento, la salud y dotar de espacios públicos adecuados y seguros logrará incrementar las condiciones de vida de la población en las ciudades, para lo cual es preciso equilibrar el crecimiento de éstas con la provisión progresiva de servicios de calidad. Debe estar presente el enfoque de prevención y lograr disminuir los niveles de inseguridad y violencia a la vez que se garantiza el acceso universal al espacio público y a los equipamientos urbanos. 
- Acceso equitativo a servicios urbanos de calidad
- Movilidad urbana eficiente y sustentable, con enfoque de inclusión social y de género
- Equipamientos urbanos
- Prevención de la violencia ","Incrementar los equipamientos urbanos, con énfasis en la salud, y el espacio público",Calidad de espacio publico,42,"Proporción de servicios/funciones con los que cuentan los espacios públicos respecto de cajeros, escuelas, establecimientos de salud, campos deportivos, iglesias o área verde, con un buffer de 100m","Estimaciones ONU-HABITAT en base a datos de Imágenes SENTINEL 2A, OpenStreetMap y Google Earth.","Se observa cada Espacio Público (EP) con un buffer de 100m y si por cada uno de los siguientes elementos: Áreas verdes, iglesias, campos deportivos, establecimientos de salud, escuelas y, cajeros; que se encuentren dentro del buffer se suma un valor de 1. Un EP por el sólo hecho de ser EP tiene un valor igual a 1. Luego, cada EP puede tener valores que van desde 1 -cuando no cuenta con ninguno de los elementos descritos- hasta 7 -cuando tiene todos los elementos-.
Luego se multiplica el valor obtenido por cada EP por su superficie (en Km2) y se compara este valor con el valor máximo ideal que resultaría de multiplicar la superficie del EP por 7 (i.e. como si tuviese todos los elementos).",Manchas Urbanas
Ciudades saludables y con calidad de vida,"Garantizar un acceso equitativo a los servicios, la movilidad, el equipamiento, la salud y dotar de espacios públicos adecuados y seguros logrará incrementar las condiciones de vida de la población en las ciudades, para lo cual es preciso equilibrar el crecimiento de éstas con la provisión progresiva de servicios de calidad. Debe estar presente el enfoque de prevención y lograr disminuir los niveles de inseguridad y violencia a la vez que se garantiza el acceso universal al espacio público y a los equipamientos urbanos. 
- Acceso equitativo a servicios urbanos de calidad
- Movilidad urbana eficiente y sustentable, con enfoque de inclusión social y de género
- Equipamientos urbanos
- Prevención de la violencia ","Incrementar los equipamientos urbanos, con énfasis en la salud, y el espacio público",Accesibilidad a centros de salud,43,Porcentaje de la superficie de la mancha urbana cubierta por centros de salud con un buffer de 1000 m.,"Estimaciones ONU-HABITAT en base a datos de Imágenes SENTINEL 2A, OpenStreetMap y Google Earth. Ministerio de Salud.",Área cubierta por los Centros de Salud - CS con un buffer de 1000 m respecto del área total de la mancha urbana,Manchas Urbanas
Ciudades saludables y con calidad de vida,"Garantizar un acceso equitativo a los servicios, la movilidad, el equipamiento, la salud y dotar de espacios públicos adecuados y seguros logrará incrementar las condiciones de vida de la población en las ciudades, para lo cual es preciso equilibrar el crecimiento de éstas con la provisión progresiva de servicios de calidad. Debe estar presente el enfoque de prevención y lograr disminuir los niveles de inseguridad y violencia a la vez que se garantiza el acceso universal al espacio público y a los equipamientos urbanos. 
- Acceso equitativo a servicios urbanos de calidad
- Movilidad urbana eficiente y sustentable, con enfoque de inclusión social y de género
- Equipamientos urbanos
- Prevención de la violencia ",Desarrollar ciudades más seguras con enfoque en la prevención de la violencia,Índice de percepción de seguridad,44,Porcentaje de personas de 15 años y más edad que se sienten seguras al caminar solas de noche por su vecindario,Encuesta de Hogares - EH 2019 del INE.,Se cuenta el número de personas de 15 años y más edad que contestaron que se sienten seguras o muy seguras a la pregunta: ¿Qué tan segura(o) se siente  caminando sola(o) cerca de su vivienda cuando es de noche? ,Departamental - Urbano
Ciudades saludables y con calidad de vida,"Garantizar un acceso equitativo a los servicios, la movilidad, el equipamiento, la salud y dotar de espacios públicos adecuados y seguros logrará incrementar las condiciones de vida de la población en las ciudades, para lo cual es preciso equilibrar el crecimiento de éstas con la provisión progresiva de servicios de calidad. Debe estar presente el enfoque de prevención y lograr disminuir los niveles de inseguridad y violencia a la vez que se garantiza el acceso universal al espacio público y a los equipamientos urbanos. 
- Acceso equitativo a servicios urbanos de calidad
- Movilidad urbana eficiente y sustentable, con enfoque de inclusión social y de género
- Equipamientos urbanos
- Prevención de la violencia ",Desarrollar ciudades más seguras con enfoque en la prevención de la violencia,Índice de victimización de personas,45,"Personas que fueron víctima de maltrato físico, verbal o psicológico, robo, estafa y secuestro por habitante",Encuesta de Hogares - EH 2019 del INE.,"Es el porcentaje de personas que fueron víctimas de: Atraco, Robo a personas en vía publica; Violación o abuso sexual; Trata de personas; Extorción; Secuestro; Lesiones graves o gravísimas ocasionadas por otra persona; Estafa o abuso de confianza.",Departamental - Urbano
Ciudades saludables y con calidad de vida,"Garantizar un acceso equitativo a los servicios, la movilidad, el equipamiento, la salud y dotar de espacios públicos adecuados y seguros logrará incrementar las condiciones de vida de la población en las ciudades, para lo cual es preciso equilibrar el crecimiento de éstas con la provisión progresiva de servicios de calidad. Debe estar presente el enfoque de prevención y lograr disminuir los niveles de inseguridad y violencia a la vez que se garantiza el acceso universal al espacio público y a los equipamientos urbanos. 
- Acceso equitativo a servicios urbanos de calidad
- Movilidad urbana eficiente y sustentable, con enfoque de inclusión social y de género
- Equipamientos urbanos
- Prevención de la violencia ",Desarrollar ciudades más seguras con enfoque en la prevención de la violencia,Variación porcentual en el registro de denuncias por conflictos de convivencia vecinal,46,Muestra el incremento o disminución del número de denuncias por conflictos de convivencia vecinal de un año respecto del anterior,UDAPE,Variación de cantidad de denuncias de delitos relativos a la convivencia y confianza social. Estos incluyen: Denuncias de delitos contra la fe pública + Denuncias de delitos contra la familia + Denuncias de delitos contra el honor,Departamental
Ciudades sustentables y resilientes,"Contar con capacidades en cuanto a la gestión de riesgos y adaptación al cambio climático puede lograr que el entorno urbano sea saludable, sustentable y resiliente para la población. Será importante impulsar la ecoeficiencia en los modos de producción y promover los buenos hábitos de consumo, un consumo responsable. De esta manera se podrá enfrentar las vulnerabilidades de la vida en ciudad ante amenazas naturales y antrópicas que se agudizan debido al cambio climático. 
- Gestión integral ambiental de las ciudades
- Gestión de residuos sólidos
- Modalidades de producción y hábitos de consumo sustentables y saludables
- Gestión de riesgos y adaptación al cambio climático",Indicador de Objetivo,Índice de Contaminación Atmosférica,47,"Establecido con la información de diferentes contaminantes criterios (CO, O3, NO2, PM10) donde sí se cuentan con los contaminantes criterios complementarios como SO2, PTS, PM2.5, plomo y benceno.","Dirección de Calidad ambiental del Viceministerio de Medio Ambiente del Ministerio de Medio Ambiente y Agua. Gobiernos Autónomos Municipales, secretarias de Medio Ambiente o de la Madre Tierra, en coordinación con las redes de monitoreo.","Este índice es establecido a través de la información de diferentes contaminantes criterios (CO, O3, NO2, PM10) donde sí se cuentan con los contaminantes criterios complementarios como SO2, PTS, PM2.5, plomo y benceno.
En base a los valores límites máximos permisibles de la NB 62011, se calculan los índices de contaminantes en función a cada contamínate y se emplea el que registra el máximo de las concentraciones diarias según la NB 62018.
Con ello se calcula el estado de la calidad del aire anual y, los riesgos que puede ocasionar y acciones recomendadas de una manera sencilla.",Manchas Urbanas
Ciudades sustentables y resilientes,"Contar con capacidades en cuanto a la gestión de riesgos y adaptación al cambio climático puede lograr que el entorno urbano sea saludable, sustentable y resiliente para la población. Será importante impulsar la ecoeficiencia en los modos de producción y promover los buenos hábitos de consumo, un consumo responsable. De esta manera se podrá enfrentar las vulnerabilidades de la vida en ciudad ante amenazas naturales y antrópicas que se agudizan debido al cambio climático. 
- Gestión integral ambiental de las ciudades
- Gestión de residuos sólidos
- Modalidades de producción y hábitos de consumo sustentables y saludables
- Gestión de riesgos y adaptación al cambio climático",Indicador de Objetivo,Huella Hídrica,48,Volumen total de agua dulce utilizado para las actividades y servicios de una ciudad,"EPSAS, GAMS, Informes Sectoriales, INE, AAPS, Ley 1333","Volumen de agua dulce total usada para producir bienes y servicios dentro de las fronteras de una ciudad, incorporando las dimensiones de uso directo e indirecto. Las variables que inciden en la medición de la HH son el acceso a agua (sistema de distribución), alcantarillado sanitario, disponibilidad de agua, efectividad en el tratamiento de Plantas de Tratamiento de Aguas Residuales PTAR y pérdidas en el sistema de distribución. 	
Tiene tres categorías: Huella Azul que hace referencia al volumen de agua superficial y subterránea consumida como resultado de la producción de un bien o servicio; Huella Verde corresponde al agua de lluvia consumida durante el proceso de producción (particularmente relevante en los sectores agropecuario y forestal); Huella Gris indicador de la contaminación del agua dulce asociado a su cadena de suministro.",Manchas Urbanas
Ciudades sustentables y resilientes,"Contar con capacidades en cuanto a la gestión de riesgos y adaptación al cambio climático puede lograr que el entorno urbano sea saludable, sustentable y resiliente para la población. Será importante impulsar la ecoeficiencia en los modos de producción y promover los buenos hábitos de consumo, un consumo responsable. De esta manera se podrá enfrentar las vulnerabilidades de la vida en ciudad ante amenazas naturales y antrópicas que se agudizan debido al cambio climático. 
- Gestión integral ambiental de las ciudades
- Gestión de residuos sólidos
- Modalidades de producción y hábitos de consumo sustentables y saludables
- Gestión de riesgos y adaptación al cambio climático",Indicador de Objetivo,Número de damnificados por desastres,49,Número de damnificados por desastres naturales cada 5 años de manera acumulada,"Ministerio de Defensa, en base a información de las ETAs y de los ministerios que conforman el CONARADE.","Número de personas muertas, desaparecidas, heridas, afectadas, evacuadas y relocalizadas por la ocurrencia de desastres como inundaciones, sequías, deslizamientos u otros, medidas de forma anual y para períodos de cinco años, en cada ciudad, municipio o área metropolitana y a nivel nacional.
La ocurrencia de desastres naturales y antrópicos afecta de forma directa e indirecta a un número de personas, estas afectaciones van desde la muerte hasta el impedimento de poder llegar a la vivienda o negocio,  teniéndose entonces diversos tipos de damnificados, teniéndose personas muertas, desaparecidas, heridas, afectadas, evacuadas y relocalizadas. Es necesario considerar que el cambio climático potenciara la ocurrencia de los desastres, y en caso de no tomarse las medidas adecuadas se incrementarían el número de Damnificados en la ocurrencia de un desastre.",Municipal
Ciudades sustentables y resilientes,"Contar con capacidades en cuanto a la gestión de riesgos y adaptación al cambio climático puede lograr que el entorno urbano sea saludable, sustentable y resiliente para la población. Será importante impulsar la ecoeficiencia en los modos de producción y promover los buenos hábitos de consumo, un consumo responsable. De esta manera se podrá enfrentar las vulnerabilidades de la vida en ciudad ante amenazas naturales y antrópicas que se agudizan debido al cambio climático. 
- Gestión integral ambiental de las ciudades
- Gestión de residuos sólidos
- Modalidades de producción y hábitos de consumo sustentables y saludables
- Gestión de riesgos y adaptación al cambio climático","Optimizar la gestión integral ambiental de las ciudades, precautelando el equilibrio de las funciones ambientales, protegiendo la salud y reduciendo las desigualdades socioespaciales",Huella de Carbono de la ciudad,50,Cantidad de gases de efecto invernadero emitidas a la atmósfera en un año expresado en tCO2 equivalentes,"YPFB/ANH, Ministerio de Medio Ambiente y Agua., Gobiernos Autónomos Municipales, secretarias de Medio Ambiente o de la Madre Tierra, en coordinación con las redes de monitoreo, Red MoniCA, Empresas de Aseo, Empresas de electricidad","Unidad de medición de la Huella de Carbono: Es el equivalente en peso (kg, ton) de dióxido de carbono (CO2e). El equivalente de dióxido de carbono es la unidad que sirve para comparar la fuerza de radiación de los diferentes GEI con el dióxido de carbono. Se calcula multiplicando la masa de un GEI por su Potencial de Calentamiento Global (PCG). Por ejemplo, el metano tiene un Potencial de Calentamiento Global de 25, por lo que un kilogramo de metano liberado a la atmósfera equivale a 25 Kg de CO2e. Como la unidad de referencia es el dióxido de carbono, 1 Kg de CO2 genera una HC de 1 Kg de CO2e.",Manchas Urbanas
